ensembl_gene	uniprotkb
ENSG00000112511	O43189
ENSG00000122733	Q9UPV7
ENSG00000010318	Q9BWX1
ENSG00000165443	Q96FC7
ENSG00000156873	P15735
ENSG00000139289	Q8WV24
ENSG00000181649	Q53GA4
ENSG00000176531	Q6NSJ2
ENSG00000136940	Q13371
ENSG00000173868	Q8TCT1
ENSG00000144362	Q8TCD6
ENSG00000132570	Q9H0N5
ENSG00000166228	P61457
ENSG00000164530	Q6UXB8
ENSG00000196455	Q99570
ENSG00000150867	P48426
ENSG00000276293	P78356
ENSG00000185133	Q15735
ENSG00000139200	Q8IYJ0
ENSG00000078043	O75928
ENSG00000131788	Q9Y6X2
ENSG00000105229	Q8N2W9
ENSG00000083535	Q8WXW3
ENSG00000073921	Q13492
ENSG00000100151	Q9NRD5
ENSG00000177595	Q9HB75
ENSG00000151665	Q07326
ENSG00000185808	P57054
ENSG00000087111	Q96S52
ENSG00000101464	Q9H490
ENSG00000255072	Q3MUY2
ENSG00000104872	Q9NWS0
ENSG00000150773	Q8WWB5
ENSG00000085514	Q9UKJ1
ENSG00000129195	Q9BSJ6
ENSG00000120265	P22061
ENSG00000127445	Q13526
ENSG00000102309	Q9Y237
ENSG00000100941	Q9H307
ENSG00000254093	Q96BK5
ENSG00000160345	Q5BN46
ENSG00000261652	H3BRN8
ENSG00000241878	Q9UG56
ENSG00000064835	P28069
ENSG00000154217	Q9UKF7
ENSG00000069011	P78337
ENSG00000164093	Q99697
ENSG00000181191	Q8NG27
ENSG00000111845	Q9NWT1
ENSG00000171608	O00329
ENSG00000118762	Q13563
ENSG00000169499	Q9HB19
ENSG00000116095	Q9HB20
ENSG00000105559	Q9H4M7
ENSG00000052126	Q9HAU0
ENSG00000143850	Q9Y2H5
ENSG00000166689	Q6IQ23
ENSG00000021300	Q9UF11
ENSG00000115762	Q96CS7
ENSG00000166289	Q96S99
ENSG00000175895	Q9H8W4
ENSG00000090924	Q9H7P9
ENSG00000196155	Q58EX7
ENSG00000171680	O94827
ENSG00000008323	Q3KR16
ENSG00000152527	Q8IVE3
ENSG00000104886	Q9NW61
ENSG00000187583	Q494U1
ENSG00000023902	Q53GL0
ENSG00000241839	Q8TD55
ENSG00000148735	Q5SXH7
ENSG00000123143	Q16512
ENSG00000160447	Q6P5Z2
ENSG00000160199	P55347
ENSG00000165495	Q96KN3
ENSG00000081277	Q13835
ENSG00000057294	Q99959
ENSG00000184363	Q9Y446
ENSG00000144283	Q99569
ENSG00000101292	Q8NFJ6
ENSG00000145287	Q9NZF1
ENSG00000189129	Q5JTB6
ENSG00000173801	P14923
ENSG00000118495	Q9UM63
ENSG00000126003	Q9UPG8
ENSG00000137055	Q9Y263
ENSG00000127252	Q9HDD0
ENSG00000133328	Q9NWW9
ENSG00000176485	P53816
ENSG00000133321	Q9UL19
ENSG00000168004	Q96KN8
ENSG00000163803	Q6P1J6
ENSG00000151176	Q8NHP8
ENSG00000101333	Q15147
ENSG00000160216	Q9NRZ7
ENSG00000187091	P51178
ENSG00000115556	Q9BRC7
ENSG00000026652	Q9NRZ5
ENSG00000155189	Q9NUQ2
ENSG00000182836	Q63HM9
ENSG00000105223	Q8IV08
ENSG00000147872	Q99541
ENSG00000105355	O60664
ENSG00000166851	P53350
ENSG00000173846	Q9H4B4
ENSG00000142731	O00444
ENSG00000102934	Q9Y342
ENSG00000106397	O60568
ENSG00000102007	Q04941
ENSG00000100341	Q7Z6Z6
ENSG00000184381	O60733
ENSG00000067113	O14494
ENSG00000141934	O43688
ENSG00000203805	Q5VZY2
ENSG00000147535	Q8NEB5
ENSG00000205808	Q8IY26
ENSG00000148123	Q8TBJ4
ENSG00000105520	Q96GM1
ENSG00000163746	Q9NRY7
ENSG00000187838	Q9NRY6
ENSG00000114698	Q9NRQ2
ENSG00000130300	Q9BX97
ENSG00000004399	Q9Y4D7
ENSG00000100372	O43808
ENSG00000124225	Q969W9
ENSG00000160783	Q6P1K2
ENSG00000172331	P07738
ENSG00000085998	Q8WZA1
ENSG00000140464	P29590
ENSG00000100417	Q92871
ENSG00000140650	O15305
ENSG00000109099	Q01453
ENSG00000064933	P54277
ENSG00000122512	P54278
ENSG00000163344	Q15126
ENSG00000127564	Q99640
ENSG00000039650	Q96T60
ENSG00000235961	P0CW24
ENSG00000176903	Q8ND90
ENSG00000240694	Q9UL42
ENSG00000183837	Q9UL41
ENSG00000198883	Q96PV4
ENSG00000141744	P11086
ENSG00000115946	Q9NRX1
ENSG00000198805	P00491
ENSG00000108439	Q9NVS9
ENSG00000138035	Q8TCS8
ENSG00000189266	Q9NPJ4
ENSG00000143190	P14859
ENSG00000028277	P09086
ENSG00000152192	Q01851
ENSG00000151615	Q12837
ENSG00000091010	Q15319
ENSG00000248483	Q8N7G0
ENSG00000106536	P78424
ENSG00000152359	Q8NA72
ENSG00000174348	Q7Z5L7
ENSG00000128567	O00592
ENSG00000124429	Q8WVV4
ENSG00000143442	Q7Z3K3
ENSG00000101751	Q9UNA4
ENSG00000132963	Q9Y244
ENSG00000130714	Q9Y6A1
ENSG00000167272	Q969H6
ENSG00000172336	O75817
ENSG00000102312	Q9H237
ENSG00000152558	Q8N131
ENSG00000278522	A0JP26
ENSG00000128513	Q9NUX5
ENSG00000125503	Q9BZL4
ENSG00000105198	Q9UHV8
ENSG00000160972	Q96I34
ENSG00000101445	Q96T49
ENSG00000172531	P62136
ENSG00000213639	P62140
ENSG00000186298	P36873
ENSG00000115685	Q15435
ENSG00000117751	Q12972
ENSG00000204619	O60927
ENSG00000113575	P67775
ENSG00000138814	Q08209
ENSG00000120910	P48454
ENSG00000149923	P60510
ENSG00000165782	Q86T03
ENSG00000155099	Q8N4L2
ENSG00000186951	Q07869
ENSG00000112033	Q03181
ENSG00000132170	P37231
ENSG00000163283	P05187
ENSG00000127125	Q9HAB8
ENSG00000064601	P10619
ENSG00000166794	P23284
ENSG00000168938	P45877
ENSG00000084072	Q9UNP9
ENSG00000108179	P30405
ENSG00000171960	O43447
ENSG00000137168	Q9Y3C6
ENSG00000240344	Q9H2H8
ENSG00000131013	Q8WUA2
ENSG00000185250	Q8IXY8
ENSG00000140368	O43586
ENSG00000006659	Q8TCE9
ENSG00000198523	P26678
ENSG00000138032	O75688
ENSG00000100034	P49593
ENSG00000111110	Q9ULR3
ENSG00000155367	Q5JR12
ENSG00000163644	Q8N3J5
ENSG00000119414	O00743
ENSG00000146112	Q6NYC8
ENSG00000150722	Q8WVI7
ENSG00000196422	Q5T8A7
ENSG00000182676	Q86WC6
ENSG00000104866	O75864
ENSG00000173281	Q86XI6
ENSG00000119938	Q9UQK1
ENSG00000132825	O95685
ENSG00000196850	Q8NI37
ENSG00000102103	O60828
ENSG00000158615	Q5SWA1
ENSG00000204919	P86496
ENSG00000204918	P86481
ENSG00000229665	P86479
ENSG00000227151	P86480
ENSG00000234278	P86478
ENSG00000184814	Q6ZRT6
ENSG00000214324	Q8N813
ENSG00000134748	Q8NAV1
ENSG00000196504	O75400
ENSG00000110844	Q6NWY9
ENSG00000105404	Q9UI14
ENSG00000243279	O60831
ENSG00000133246	Q96QH2
ENSG00000165828	Q96NZ9
ENSG00000121335	P02812
ENSG00000197870	Q04118
ENSG00000198901	O43663
ENSG00000019485	Q9NQV5
ENSG00000147596	Q9GZV8
ENSG00000142611	Q9HAZ2
ENSG00000099256	Q9NRG1
ENSG00000110851	Q9UKN5
ENSG00000138738	Q9NQX1
ENSG00000061455	Q9NQX0
ENSG00000165672	P30048
ENSG00000126432	P30044
ENSG00000117592	P30041
ENSG00000109819	Q9UBK2
ENSG00000198056	P49642
ENSG00000146143	P49643
ENSG00000139174	Q96MT3
ENSG00000278224	Q2TBC4
ENSG00000164306	Q96LW4
ENSG00000180228	O75569
ENSG00000113494	P16471
ENSG00000172179	P01236
ENSG00000122304	P04554
ENSG00000171864	Q9UKY0
ENSG00000115718	P04070
ENSG00000163421	Q9HC23
ENSG00000111215	Q16378
ENSG00000155066	Q8N271
ENSG00000175325	O75360
ENSG00000126759	P27918
ENSG00000165630	Q99633
ENSG00000105618	Q8WWY3
ENSG00000185246	Q86UA1
ENSG00000117360	O43395
ENSG00000172315	Q96S44
ENSG00000147224	P60891
ENSG00000101911	P11908
ENSG00000205352	Q9NZ81
ENSG00000156858	Q9BWN1
ENSG00000188368	A6NJB7
ENSG00000212123	Q8IZ63
ENSG00000186143	Q53SZ7
ENSG00000183631	B1ATL7
ENSG00000161992	P0CG20
ENSG00000204576	P79522
ENSG00000135362	Q6MZQ0
ENSG00000186654	P85299
ENSG00000204314	Q99946
ENSG00000167371	Q7Z6L0
ENSG00000116132	P54821
ENSG00000100519	P62333
ENSG00000150687	O95084
ENSG00000100764	P62191
ENSG00000151006	Q2L4Q9
ENSG00000165916	P17980
ENSG00000013275	P43686
ENSG00000161057	P35998
ENSG00000087191	P62195
ENSG00000148426	Q86WR7
ENSG00000167595	Q2NL68
ENSG00000204540	Q9UIG5
ENSG00000204538	Q9UIG4
ENSG00000129084	P25786
ENSG00000106588	P25787
ENSG00000100567	P25788
ENSG00000041357	P25789
ENSG00000100902	P60900
ENSG00000101182	O14818
ENSG00000222028	A5LHX3
ENSG00000008018	P20618
ENSG00000126067	P49721
ENSG00000277791	P49720
ENSG00000159377	P28070
ENSG00000100804	P28074
ENSG00000142507	P28072
ENSG00000204264	P28062
ENSG00000240065	P28065
ENSG00000167653	O43653
ENSG00000101843	O75832
ENSG00000108671	O00231
ENSG00000125637	Q8NDX1
ENSG00000115233	O00487
ENSG00000131153	Q9Y248
ENSG00000181938	Q9BRX5
ENSG00000243130	Q9UQ72
ENSG00000175166	Q13200
ENSG00000108344	O43242
ENSG00000159352	P55036
ENSG00000095261	Q16401
ENSG00000163636	Q15008
ENSG00000103035	P51665
ENSG00000099341	P48556
ENSG00000110801	O00233
ENSG00000092010	Q06323
ENSG00000100911	Q9UL46
ENSG00000131467	P61289
ENSG00000125818	Q92530
ENSG00000183527	O95456
ENSG00000128789	Q969U7
ENSG00000080815	P49768
ENSG00000168878	P07988
ENSG00000121390	Q8WXF1
ENSG00000168484	P11686
ENSG00000134222	Q6PGN9
ENSG00000117569	Q9UKA9
ENSG00000185920	Q13635
ENSG00000213402	Q14761
ENSG00000106246	O75127
ENSG00000049883	Q8WV60
ENSG00000165983	Q96BW5
ENSG00000107317	P41222
ENSG00000148344	O14684
ENSG00000140043	Q8N8N7
ENSG00000160801	Q03431
ENSG00000144407	P49190
ENSG00000152266	P01270
ENSG00000187024	Q86Y79
ENSG00000101213	Q13882
ENSG00000112655	Q13308
ENSG00000187514	P06454
ENSG00000179295	Q06124
ENSG00000127947	Q05209
ENSG00000152104	Q15678
ENSG00000196396	P18031
ENSG00000070778	Q16825
ENSG00000076201	Q9H3S7
ENSG00000070159	P26045
ENSG00000110786	P54829
ENSG00000143851	P35236
ENSG00000169410	P43378
ENSG00000105894	P21246
ENSG00000119383	Q15257
ENSG00000158079	A2A3K4
ENSG00000110536	Q8WUK0
ENSG00000054356	Q16849
ENSG00000153233	Q15256
ENSG00000150787	Q03393
ENSG00000184924	Q6GMV3
ENSG00000250254	Q9NZH5
ENSG00000183255	P53801
ENSG00000179950	Q9UHX1
ENSG00000128050	P22234
ENSG00000146676	Q96QR8
ENSG00000162927	Q3MIT2
ENSG00000129317	Q9H0K6
ENSG00000213413	Q6DKI7
ENSG00000073008	P15151
ENSG00000170234	Q96N64
ENSG00000171813	Q6NUJ5
ENSG00000104883	Q96HA9
ENSG00000157870	Q8TBF2
ENSG00000179165	Q8NFP0
ENSG00000100994	P11216
ENSG00000100504	P06737
ENSG00000068976	P11217
ENSG00000170473	Q9BRP8
ENSG00000121350	Q8WU10
ENSG00000102967	Q02127
ENSG00000171793	P17812
ENSG00000047230	Q9NRF8
ENSG00000131096	P10082
ENSG00000173660	P07919
ENSG00000156467	P14927
ENSG00000112531	Q96PU8
ENSG00000165118	Q5T6V5
ENSG00000116791	Q08257
ENSG00000011478	Q9NXS2
ENSG00000115828	Q16769
ENSG00000186867	Q96P65
ENSG00000198218	Q2TAL8
ENSG00000151692	P50876
ENSG00000137393	Q7Z419
ENSG00000167994	Q8TBN0
ENSG00000179912	Q9Y2K5
ENSG00000185924	Q86UN2
ENSG00000111247	Q96B01
ENSG00000182185	O15315
ENSG00000108384	O43502
ENSG00000185379	O75771
ENSG00000197275	Q9Y620
ENSG00000119396	P61106
ENSG00000124839	Q9H0T7
ENSG00000099246	Q9NP72
ENSG00000146955	A4D1S5
ENSG00000138069	P62820
ENSG00000174903	Q9H0U4
ENSG00000169228	Q969Q5
ENSG00000132698	P57735
ENSG00000167964	Q9ULW5
ENSG00000157869	P51157
ENSG00000104388	P61019
ENSG00000129472	Q8WUD1
ENSG00000137502	Q15771
ENSG00000168461	Q13636
ENSG00000118508	Q13637
ENSG00000100228	O95755
ENSG00000105649	P20336
ENSG00000169213	P20337
ENSG00000152932	Q96E17
ENSG00000105514	O95716
ENSG00000127328	Q96QF0
ENSG00000147127	Q5JT25
ENSG00000188060	Q8N4Z0
ENSG00000168118	P20338
ENSG00000167578	P61018
ENSG00000144566	P20339
ENSG00000108774	P51148
ENSG00000175582	P20340
ENSG00000154917	Q9NRW1
ENSG00000276600	Q96AH8
ENSG00000117280	O14966
ENSG00000029725	Q15276
ENSG00000166426	P29762
ENSG00000143320	P29373
ENSG00000154710	Q9UJ41
ENSG00000136238	P63000
ENSG00000128340	P15153
ENSG00000169750	P60763
ENSG00000204628	P63244
ENSG00000070950	Q9NS91
ENSG00000002016	P43351
ENSG00000172613	Q99638
ENSG00000157927	Q96JH8
ENSG00000147231	Q6NSI4
ENSG00000132155	P04049
ENSG00000204305	Q15109
ENSG00000131831	Q9Y5P3
ENSG00000144118	P11234
ENSG00000184672	Q86SE5
ENSG00000125970	Q9UKM9
ENSG00000169612	Q9BTL3
ENSG00000132329	O60894
ENSG00000131477	O60895
ENSG00000122679	O60896
ENSG00000031823	Q9H6Z4
ENSG00000132341	P62826
ENSG00000127314	P61224
ENSG00000125249	P10114
ENSG00000181467	P61225
ENSG00000123728	Q9Y3L5
ENSG00000131759	P10276
ENSG00000077092	P10826
ENSG00000172819	P13631
ENSG00000145715	P20936
ENSG00000108551	Q9Y272
ENSG00000187682	Q7Z444
ENSG00000068028	Q9NS23
ENSG00000101265	P50749
ENSG00000153179	Q86WH2
ENSG00000107551	Q9H2L5
ENSG00000266094	Q8WWW0
ENSG00000123094	Q8NHQ8
ENSG00000189431	A6NK89
ENSG00000174775	P01112
ENSG00000105122	Q86YV0
ENSG00000103710	Q9NYN1
ENSG00000213281	P01111
ENSG00000103769	P62491
ENSG00000185236	Q15907
ENSG00000183808	Q8IXT5
ENSG00000259956	Q8NDT2
ENSG00000124209	Q9UL26
ENSG00000069974	P51159
ENSG00000041353	O00194
ENSG00000134594	Q14088
ENSG00000172007	Q9H082
ENSG00000179331	Q14964
ENSG00000155961	Q96DA2
ENSG00000141542	Q12829
ENSG00000130701	Q8NC74
ENSG00000146587	Q9NYW8
ENSG00000162521	Q09028
ENSG00000117222	Q15291
ENSG00000089050	O75884
ENSG00000101546	Q8N0V3
ENSG00000176731	Q8N0T1
ENSG00000144134	Q9UBK7
ENSG00000079974	Q9UNT1
ENSG00000103479	Q08999
ENSG00000182872	P98175
ENSG00000185272	P57052
ENSG00000244462	Q9NTZ6
ENSG00000239306	Q96PK6
ENSG00000162775	Q96T37
ENSG00000203867	Q5T481
ENSG00000086589	Q9NW64
ENSG00000100461	Q86U06
ENSG00000112183	Q9BX46
ENSG00000119707	P49756
ENSG00000132819	Q9H0Z9
ENSG00000131051	Q14498
ENSG00000102317	P98179
ENSG00000089682	Q96IZ5
ENSG00000126254	Q9BTD8
ENSG00000184898	Q6ZSC3
ENSG00000155636	Q8IUH3
ENSG00000151962	Q8TBY0
ENSG00000163694	A0AV96
ENSG00000127993	Q5RL73
ENSG00000173914	Q9BQ04
ENSG00000003756	P52756
ENSG00000004534	P78332
ENSG00000076053	Q9Y580
ENSG00000265241	Q9Y5S9
ENSG00000134597	Q9Y388
ENSG00000147274	P38159
ENSG00000131381	Q9H1K0
ENSG00000141084	Q6VN20
ENSG00000017797	Q15311
ENSG00000124232	Q9UBG7
ENSG00000157110	Q93062
ENSG00000166831	Q6ZRY4
ENSG00000171174	Q9H477
ENSG00000166407	P25800
ENSG00000135363	P25791
ENSG00000100387	P62877
ENSG00000114125	Q9UBF6
ENSG00000234414	P0DJD3
ENSG00000242389	A6NEQ0
ENSG00000226941	Q15415
ENSG00000169800	Q15415
ENSG00000117602	Q9UKA8
ENSG00000147654	O00559
ENSG00000136161	O95199
ENSG00000120158	Q9Y2P8
ENSG00000049449	Q15293
ENSG00000117906	Q14257
ENSG00000142552	Q96D15
ENSG00000117625	Q9P2K3
ENSG00000179262	P54725
ENSG00000119318	P54727
ENSG00000198570	Q7Z3Z2
ENSG00000121039	Q8IZV5
ENSG00000072042	Q8TC12
ENSG00000139988	Q96NR8
ENSG00000170786	Q8N3Y7
ENSG00000180116	Q86WS4
ENSG00000278023	Q8NG50
ENSG00000167550	Q8TAI7
ENSG00000122707	O95980
ENSG00000197381	P78563
ENSG00000113141	Q13123
ENSG00000068615	Q9H902
ENSG00000132563	Q9BRK0
ENSG00000165476	Q6NUK4
ENSG00000168476	Q9H6H4
ENSG00000129625	Q00765
ENSG00000115255	Q96HR9
ENSG00000107018	P04808
ENSG00000181826	Q8IUW5
ENSG00000164620	Q8NC24
ENSG00000162924	Q04864
ENSG00000139890	Q8IYK8
ENSG00000102032	P51606
ENSG00000182220	O75787
ENSG00000174236	Q6BDI9
ENSG00000214022	Q9BWE0
ENSG00000133884	Q92785
ENSG00000157916	O15258
ENSG00000142599	Q9P2R6
ENSG00000174718	Q9HCM1
ENSG00000114115	P09455
ENSG00000265203	P10745
ENSG00000139194	P82980
ENSG00000162444	Q96R05
ENSG00000104918	Q9HD89
ENSG00000154153	Q9H6L5
ENSG00000141699	Q86VR2
ENSG00000006015	Q96EN9
ENSG00000148300	Q9GZR2
ENSG00000132383	P27694
ENSG00000117748	P15927
ENSG00000204086	Q13156
ENSG00000049541	P35250
ENSG00000133119	P40938
ENSG00000163918	P35249
ENSG00000111445	P40937
ENSG00000175449	Q8TAC1
ENSG00000107560	Q7L804
ENSG00000131242	Q86YS3
ENSG00000178882	Q6ZTI6
ENSG00000078328	Q9NWB1
ENSG00000100320	O43251
ENSG00000128276	O75679
ENSG00000223638	A6NLU0
ENSG00000163933	Q96AA3
ENSG00000162944	Q52LD8
ENSG00000087903	P48378
ENSG00000080298	P48380
ENSG00000185002	Q8HWS3
ENSG00000161800	Q9H0H5
ENSG00000138670	Q0VAM2
ENSG00000143344	Q9NZL6
ENSG00000237441	O15211
ENSG00000205517	Q3MIN7
ENSG00000182175	Q96B86
ENSG00000168509	Q6ZVN8
ENSG00000107185	Q92546
ENSG00000188559	Q2PPJ7
ENSG00000136828	Q5JS13
ENSG00000116191	Q86X27
ENSG00000148908	O43665
ENSG00000159788	O14924
ENSG00000127074	O14921
ENSG00000169220	O43566
ENSG00000091844	Q9UGC6
ENSG00000171700	P49795
ENSG00000147509	O76081
ENSG00000116741	P41220
ENSG00000138835	P49796
ENSG00000143248	O15539
ENSG00000135824	P57771
ENSG00000112077	Q02094
ENSG00000005486	Q6NTF9
ENSG00000132677	Q9H310
ENSG00000103269	O75783
ENSG00000158315	Q9NX52
ENSG00000144468	Q8TEB9
ENSG00000164292	O94955
ENSG00000140519	Q9UBD6
ENSG00000007384	Q96CC6
ENSG00000187010	Q02161
ENSG00000106615	Q15382
ENSG00000263961	Q6ZWK4
ENSG00000175220	Q07960
ENSG00000241484	P85298
ENSG00000123329	Q9BRR9
ENSG00000165322	Q8IWW6
ENSG00000140750	Q68EM7
ENSG00000128805	Q7Z5H3
ENSG00000134909	A7KAX9
ENSG00000004777	O14559
ENSG00000122386	O95201
ENSG00000171792	Q9BSD3
ENSG00000067560	P61586
ENSG00000155366	P08134
ENSG00000168421	Q15669
ENSG00000126785	Q9H4E5
ENSG00000119729	P17081
ENSG00000104140	Q96L33
ENSG00000158106	Q8TCX5
ENSG00000101883	Q8NHV9
ENSG00000131721	Q9BQY4
ENSG00000178796	A6NNX1
ENSG00000158423	Q8N443
ENSG00000166405	Q7Z5B4
ENSG00000177963	Q9NPQ8
ENSG00000132541	P52758
ENSG00000135002	Q969G6
ENSG00000183246	A6NJZ7
ENSG00000060709	O15034
ENSG00000205765	A6NDU8
ENSG00000117016	Q9UJD0
ENSG00000101098	Q9H426
ENSG00000174791	Q13671
ENSG00000204227	Q06587
ENSG00000121481	Q99496
ENSG00000023191	P13489
ENSG00000135249	Q6NUQ1
ENSG00000058729	Q9BVS4
ENSG00000170854	Q8IUF8
ENSG00000137275	Q13546
ENSG00000104312	O43353
ENSG00000183421	P57078
ENSG00000188026	Q5EBL4
ENSG00000147223	Q0D2K3
ENSG00000203877	Q5TAB7
ENSG00000111913	Q9Y4F9
ENSG00000042062	Q96MK2
ENSG00000129197	Q86UA6
ENSG00000167325	P23921
ENSG00000171848	P31350
ENSG00000143622	Q92963
ENSG00000152214	Q99578
ENSG00000198755	P62906
ENSG00000142676	P62913
ENSG00000197958	P30050
ENSG00000174748	P61313
ENSG00000163584	Q6P5R6
ENSG00000116251	P35268
ENSG00000125691	P62829
ENSG00000131469	P61353
ENSG00000108107	P46779
ENSG00000241343	P83881
ENSG00000197756	P61513
ENSG00000172809	P63173
ENSG00000173080	Q8TDU9
ENSG00000221983	P62987
ENSG00000146223	Q6DKI1
ENSG00000163682	P32969
ENSG00000137818	P05386
ENSG00000140522	P12271
ENSG00000170471	Q86X10
ENSG00000137876	Q9UHA3
ENSG00000169288	Q9BYD6
ENSG00000143436	Q9BYD2
ENSG00000174547	Q9Y3B7
ENSG00000262814	P52815
ENSG00000137547	Q9P015
ENSG00000158042	Q9NRX2
ENSG00000112110	Q9H0U6
ENSG00000214026	Q16540
ENSG00000108826	Q9P0M9
ENSG00000086504	Q13084
ENSG00000106591	Q9BYC8
ENSG00000132313	Q9NZE8
ENSG00000171421	Q9P0J6
ENSG00000204316	Q96DV4
ENSG00000185608	Q9NQ50
ENSG00000182154	Q8IXM3
ENSG00000204822	Q96EL3
ENSG00000183617	Q6P161
ENSG00000141452	Q96DM3
ENSG00000115841	Q96LZ7
ENSG00000137824	Q96TC7
ENSG00000153561	Q9H871
ENSG00000105176	O94763
ENSG00000157450	Q6ZNA4
ENSG00000124226	Q9Y508
ENSG00000265491	Q9Y4L5
ENSG00000133874	Q9H9V4
ENSG00000101695	Q96EQ8
ENSG00000070423	Q9BV68
ENSG00000133135	Q8TEB7
ENSG00000181481	Q8IUD6
ENSG00000134758	Q8WVD3
ENSG00000110315	Q8WVD5
ENSG00000118518	Q9NTX7
ENSG00000170153	Q9ULK6
ENSG00000179580	Q2KHN1
ENSG00000176641	Q8N8N0
ENSG00000158717	Q96A37
ENSG00000163961	Q8IYW5
ENSG00000166439	Q8NCN4
ENSG00000120925	Q96K19
ENSG00000168894	Q9P0P0
ENSG00000180537	Q8N6D2
ENSG00000165188	Q96D59
ENSG00000138942	Q96GF1
ENSG00000178828	Q9NXI6
ENSG00000168159	Q5TA31
ENSG00000116514	Q6ZMZ0
ENSG00000212864	Q9H0X6
ENSG00000167257	Q8ND24
ENSG00000011275	Q9NWF9
ENSG00000129538	P07998
ENSG00000169385	P10153
ENSG00000164188	Q86VV4
ENSG00000172602	Q92730
ENSG00000115963	P61587
ENSG00000123091	Q9Y3C5
ENSG00000013561	Q9UBS8
ENSG00000101236	Q9Y225
ENSG00000163481	Q96BH1
ENSG00000185019	O94941
ENSG00000137075	Q9H0F5
ENSG00000204618	Q9H2S5
ENSG00000181852	Q9H4P4
ENSG00000146083	Q7L0R7
ENSG00000063978	P78317
ENSG00000204308	Q99942
ENSG00000112130	O76064
ENSG00000171865	O60930
ENSG00000136104	Q5TBB1
ENSG00000172922	Q8TDP1
ENSG00000219200	Q6P5S7
ENSG00000205937	Q15287
ENSG00000182545	Q5GAN6
ENSG00000173464	Q8TAA1
ENSG00000258436	Q5GAN4
ENSG00000132109	P19474
ENSG00000122566	P22626
ENSG00000169855	Q9Y6N7
ENSG00000185008	Q9HCK4
ENSG00000154134	Q96MS0
ENSG00000154133	Q8WZ75
ENSG00000067836	Q9GZN7
ENSG00000149489	Q03395
ENSG00000125995	P60602
ENSG00000065371	Q9HAT0
ENSG00000145491	Q96C74
ENSG00000169071	Q01974
ENSG00000198963	Q92753
ENSG00000143365	P51449
ENSG00000164967	Q8N5L8
ENSG00000089169	Q9Y2J0
ENSG00000164610	Q8TA86
ENSG00000066379	Q9P1U0
ENSG00000068654	O95602
ENSG00000099817	P19388
ENSG00000147669	P53803
ENSG00000177700	P62875
ENSG00000171453	O15160
ENSG00000186184	P0DPB6
ENSG00000122484	Q8IXW5
ENSG00000005075	P52435
ENSG00000168255	Q9H1A7
ENSG00000168002	P62487
ENSG00000161980	Q9Y2Y1
ENSG00000186141	Q9BUI4
ENSG00000132664	Q9H1D9
ENSG00000121851	Q9BT43
ENSG00000113356	O15318
ENSG00000100413	Q9Y535
ENSG00000241258	O75575
ENSG00000197713	Q96AT9
ENSG00000197498	Q9H7B2
ENSG00000109756	Q9Y4G8
ENSG00000079337	O95398
ENSG00000091428	Q8WZA2
ENSG00000132359	Q684P5
ENSG00000181031	Q9UNE2
ENSG00000153574	P49247
ENSG00000163902	P04843
ENSG00000163684	O95059
ENSG00000178718	Q9BUL9
ENSG00000148688	P78346
ENSG00000124787	O75818
ENSG00000141425	Q96P16
ENSG00000101413	Q9NQG5
ENSG00000177519	Q9NS64
ENSG00000155876	Q7L523
ENSG00000133818	P62070
ENSG00000126458	P10301
ENSG00000148187	Q96E11
ENSG00000160214	P56182
ENSG00000189306	Q9Y3A4
ENSG00000132275	O43159
ENSG00000179041	Q15050
ENSG00000164587	P62263
ENSG00000105372	P39019
ENSG00000171858	P63220
ENSG00000186468	P62266
ENSG00000118181	P62851
ENSG00000197728	P62854
ENSG00000143947	P62979
ENSG00000177954	P42677
ENSG00000233927	P62857
ENSG00000140988	P15880
ENSG00000229117	P62945
ENSG00000149273	P23396
ENSG00000129824	P22090
ENSG00000142937	P62241
ENSG00000134321	Q8WXG1
ENSG00000215695	Q92681
ENSG00000104941	Q9H0K4
ENSG00000100276	Q92737
ENSG00000270885	Q96S79
ENSG00000128045	Q9BPW5
ENSG00000125835	P14678
ENSG00000100218	Q9UHP6
ENSG00000160188	Q8WYR4
ENSG00000147655	Q6UXX9
ENSG00000101282	Q2I0M5
ENSG00000174891	Q96IZ7
ENSG00000111011	Q7L4I2
ENSG00000117616	Q9BUV0
ENSG00000168028	P08865
ENSG00000243927	P82932
ENSG00000135972	P82933
ENSG00000181991	P82912
ENSG00000204568	Q9Y676
ENSG00000181610	Q9Y3D9
ENSG00000130347	Q8WWV3
ENSG00000173141	Q9BQC6
ENSG00000137996	O00442
ENSG00000187823	Q6ZR62
ENSG00000203950	Q9BWD3
ENSG00000212747	Q17RB0
ENSG00000134590	A6ZKI3
ENSG00000133318	O95197
ENSG00000040608	Q9BZR6
ENSG00000115310	Q9NQC3
ENSG00000198471	Q5QGT7
ENSG00000136514	Q96DX8
ENSG00000188011	Q14D33
ENSG00000087302	Q9Y224
ENSG00000104852	P08621
ENSG00000124562	P09234
ENSG00000131876	P09661
ENSG00000125870	P08579
ENSG00000145016	Q92622
ENSG00000176783	Q96T51
ENSG00000204130	Q8WXA3
ENSG00000018189	Q7L099
ENSG00000188282	Q6ZNE9
ENSG00000108309	Q59EK9
ENSG00000159216	Q01196
ENSG00000020633	Q13761
ENSG00000160753	Q9BVN2
ENSG00000156990	Q6P087
ENSG00000140688	Q96GQ5
ENSG00000175792	Q9Y265
